"specialty_key","city_key","city_name","name","kind","source_popularity_score","description","primary_image_url","gallery_json","source_url","imported_at","content_status"
"bursa-begendili-kebap","bursa","Bursa","BEĞENDİLİ KEBAP","","23","Beğendili Kebap , Osmanlı saray mutfağının etkisinde geleneksel Bursa lezzetlerinden Hünkar Beğendinin sade olarak yapılmış şeklidir. Beğendili Kebap Malzemeleri Nelerdir 500 g kuzu eti 1 adet küçük soğan 2 adet patlıcan 1 bardak süt 50 g un 50 g kaşar 100 g tereyağı 2 bardak su Beğendili Kebap Nasıl Yapılır Etler kuşbaşı doğrandıktan sonra tencereye tereyağı ve küp şeklinde doğranmış soğan eklenerek kavrulur. Kavrulan etin üzerine bir çay kaşığı un ile iki bardak su ilave edilerek pişirilir. Patlıcanlar ocağın üzerinde közlenir, kabukları soyularak doğranır. Tencereye tereyağı ile iki çorba kaşığı un ilave edilerek pembeleşinceye kadar kavrulur, patlıcanı ve sütü ilave edilir. Hafif ateşte bir süre pişirildikten sonra fırınlanmak üzere tepsinin bir köşesine alınır, diğer köşeye pişirilmiş olan et yerleştirilir. İsteğe göre üzerine kaşar rendesi ilave edilerek 15 dakika fırında bekletildikten sonra sıcak olarak servis yapılır. Kaynak: Bursa İl Kültür ve Turizm Müdürlüğü Bursa Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/01032013/67f279b5-48f4-40dd-99d8-82e0210311a3.jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/01032013/67f279b5-48f4-40dd-99d8-82e0210311a3.jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/01032013/67f279b5-48f4-40dd-99d8-82e0210311a3.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170220094515958_8.png?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/19022013/fdfe8fde-d1b6-42c8-9b9f-adf4efde9ddc.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/begendili-kebap","2026-09-18T15:23:28.039Z","source_imported"
"bursa-sutlu-kabak","bursa","Bursa","SÜTLÜ KABAK","","23","Geleneksel Bursa mutfağında sebze ve süt ürünlerinin bir arada pişirildiği çok eski yemeklerdendir. Sütlü Kabak Malzemeleri Nelerdir Orta boy kara kabak 1 kilo süt 4-5 bardak şeker Bir miktar karabiber Bir fincan pirinç Sütlü Kabak Nasıl Yapılır? Kabukları soyulan kabak doğranır, tencerede kendi suyuyla ile yumuşak kıvama alıncaya kadar pişirilir, eğer pişen kabağın suyu fazla ise bu fazlalık su dökülür. Diğer tarafta süt kaynatılır, ocaktan alındıktan sonra şeker katılarak erimesi sağlanır. Fırın tepsisine kaynamış olan kabak dökülür ve üzerine süt karışımı ilave edilerek bir miktar karabiber ve bir fincan pirinç yaydırılarak dökülür üzeri kaymak bağlayana kadar fırında pişirilir soğuk olarak servis yapılır. Kaynak: Bursa İl Kültür ve Turizm Müdürlüğü Bursa Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/01072014/0ea144db-b5e6-4196-83d0-f3a12403b104.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/01072014/0ea144db-b5e6-4196-83d0-f3a12403b104.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/01072014/0ea144db-b5e6-4196-83d0-f3a12403b104.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/21022013/3eba95af-b5ad-4a11-b2e7-dfebacaa5ee3.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/20022013/c695b0c5-43d4-473c-96f6-1acdf927a19b.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/sutlu-kabak","2026-09-18T15:23:28.039Z","source_imported"
"bursa-pideli-kofte","bursa","Bursa","PİDELİ KÖFTE","","23","Bursa merkez Kayhan mahallesinde pideli köfte satan dükkanlarda yapılmaktadır. Pideli Köfte Malzemeleri Nelerdir 500 g kıyma 3 adet kebaplık küçük pide 250 g tereyağı 250 g yoğurt 1 çay kaşığı kimyon 1 çay kaşığı karabiber Tuz Domates salçası Pideli Köfte Nasıl Yapılır Kıyma ekmek ile makinede çekilerek buzdolabında bir gün bekletilir. Ertesi gün kimyon ve karabiber ile yoğrularak köfte hamuru hazırlanır. Hamurdan ceviz büyüklüğünde parçalar koparılarak yassı köfteler yapılır. Izgarada veya kömür ateşinde köfteler kızartılır. Aynı ızgarada yada mangalda pideler de kızartılarak küp şeklinde doğranır ve servis tabağına yerleştirilir. Pidelerin üzerine kızarmış köfteler, tabağın kenarına yoğurt konur, köftelerin üzerine salçalı sos ve kızgın tereyağı ilave edildikten sonra servis yapılır. Kaynak: Bursa İl Kültür ve Turizm Müdürlüğü Bursa Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/01032013/7d2e4b14-74c9-4df3-b13c-b5460583752b.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/01032013/7d2e4b14-74c9-4df3-b13c-b5460583752b.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/01032013/7d2e4b14-74c9-4df3-b13c-b5460583752b.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/11032013/aa147aee-1af3-4422-b52a-d80791707903.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/08032013/086817a6-0fd5-4462-a0b6-218d3d654dfa.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/pideli-kofte","2026-09-18T15:23:28.039Z","source_imported"
"bursa-ayva-tatlisi","bursa","Bursa","AYVA TATLISI","","23","Osmanlı'nın ilk başkenti olan Bursa, Osmanlı Saray Mutfağı'nın etkisinde kalmıştır. Ayva tatlısı Bursa'da yaygın olarak pişirilen meyveli tatlılar arasındadır. Ayva Tatlısı Malzemeleri Nelerdir (6-8 Kişilik) 3 orta boy ayva 3 bardak şeker 200 gr kaymak 200 gr ceviz 4 adet karanfil 3 bardak su Ayva Tatlısı Nasıl Yapılır Büyük ayvalar dört, orta boy ayvalar iki parçaya bölünerek şekerli suda pişirilir, ayvalar sudan çıkarıldıktan sonra tepsiye dizilir ortalarına kaymak konur fırında üzerleri kızarıncaya kadar pişirilir. Fırından çıkarıldıktan sonra ayvaların üzerlerine ceviz ve kaymak ilave edilerek servis yapılır. Kaynak: Bursa İl Kültür ve Turizm Müdürlüğü Bursa Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/25062014/a4d50665-5cbd-4f8b-a84a-3a5ce11a08b3.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/25062014/a4d50665-5cbd-4f8b-a84a-3a5ce11a08b3.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/25062014/a4d50665-5cbd-4f8b-a84a-3a5ce11a08b3.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/25062014/e9da892f-8e11-4b1d-968c-681d4a472557.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/25022013/cae83b71-f11b-419e-a146-80fe395cd598.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/ayva-tatlisi","2026-09-18T15:23:28.039Z","source_imported"
"bursa-zeytinyagli-kestaneli-lahana-dolmasi","bursa","Bursa","ZEYTİNYAĞLI KESTANELİ LAHANA DOLMASI","","23","Kelem adı verilen lahana ile yapılan sarmalar Bursa'da yaygın olarak yetiştirilen kestaneler ile tatlandırılmaktadır. Zeytinyağlı Kestaneli Lahana Dolması Malzemeleri Nelerdir 40-50 adet için: 1 adet dolmalık büyükçe lahana 3 su bardağı pirinç 750 g kestane, 150 g kuru üzüm 3 adet kuru soğan 1-1,5 su bardağı zeytinyağı 3+3 su bardağı su 3 tatlı kaşığı tuz 2 tatlı kaşığı şeker 5 tatlı kaşığı kuru nane 3 tatlı kaşığı yenibahar 1 tatlı kaşığı tarçın 1 tatlı kaşığı karabiber Zeytinyağlı Kestaneli Lahana Dolması Nasıl Yapılır Kuru soğanlar küçük küçük doğranarak zeytinyağında kavrulur, içine tuzunu 3 bardak suyunu katarak kaynaması beklenir, kaynayan suya pirinçleri katılır. Pirinç suyunu çekince nane, şeker ve baharatlar katılır karıştırılır en son ayıklanıp yıkanmış üzümler, az haşlanıp yıkanmış kestaneler katılıp tekrar karıştırılır, tencerenin kapağı kapatılarak dinlenmeye bırakılır. Haşlanıp tek tek ayrılan lahanaları hazırladığımız içe sararak tencereye önce lahananın koçanları sonra sarmalar konur sarmalar tencereye sıralı olarak yerleştirilir harç bitince üzerine 3 bardak su eklenir, dolmaların üzerine bir kapak kapatılarak pişme sırasında dolmaların dağılması önlenir. Orta ateşte pişmeye bırakılır dolmalar tenceredeki bütün suyu çekince ocağın altı kapatılır soğumaya bırakılır. Tencerenin üzerine bir tepsi yerleştirilir, tencere ters çevrilerek dolmalar dinlenmeye bırakılır. Kestaneler istenirse haşlamak yerine kızartılarak da dolmaya katılabilir. Bursa Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/07012013/bade933d-8a79-4971-8f08-140a62b1ab44.jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/07012013/bade933d-8a79-4971-8f08-140a62b1ab44.jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/07012013/bade933d-8a79-4971-8f08-140a62b1ab44.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20251120155035561_sarimsakliet3_1.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170614103254313_Lokma.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/zeytinyagli-kestaneli-lahana-dolmasi","2026-09-18T15:23:28.039Z","source_imported"
"bursa-dik-dik-kebabi","bursa","Bursa","DİK DİK KEBABI","","23","Osmanlı saray mutfağının geleneksel Bursa mutfak kültürüne katkısı olan yemeklerdendir. Dik Dik Kebabı Malzemeleri Nelerdir (2-4 Kişilik) 250 gr kemiksiz tavuk eti 1 adet kuru soğan Domates Salçası Tuz Hamuru İçin (İsteğe göre hazır yufka da kullanılabilir) 200 g un 4 yumurta Tuz 2 bardak su Dik Dik Kebabı Nasıl Yapılır Tavuk etleri ve kuru soğan doğranarak tencereye konur. Salçası ve tuzu ilave edildikten sonra üzerine bir bardak sıcak su eklenerek pişmeye bırakılır. Hamur için un, yumurta, tuz ve su bir kabın içinde yoğrulur. Hamurdan bezeler yapılarak bezeler oklava ile börek yufkası kalınlığında açılır (Hazır yufka kullanılacaksa bu adım atlanır). Oklava ile rulo haline getirilen yufka yaklaşık 3 cm kalınlığında kesilerek tepsiye dizilir. Tepsiye dik olarak yerleştirilen yufkalar üzeri pembeleşinceye kadar fırında pişirilir. Fırından alındıktan sonra soğuması beklenir. Soğuyan yufkanın üzerine daha önce hazırlanmış tavuklu harç sıcak olarak dökülür. Tavuk parçaları yufkaların üzerine yerleştirilir. 5-10 dakika yufkaların yumuşaması beklendikten sonra servis yapılır. Kaynak: Bursa İl Kültür ve Turizm Müdürlüğü Bursa Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/28022013/415f2a80-e655-4cb3-bdb1-bf0df5a8e73f.jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/28022013/415f2a80-e655-4cb3-bdb1-bf0df5a8e73f.jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/28022013/415f2a80-e655-4cb3-bdb1-bf0df5a8e73f.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/26082013/32e93ff2-8da0-4dbd-a971-26199f0e8277.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/28012013/9af463bb-792c-430d-99e5-ce77abf192bd.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/dik-dik-kebabi","2026-09-18T15:23:28.039Z","source_imported"
"bursa-sipsi","bursa","Bursa","SİPSİ ÇORBASI","","23","Sipsi Çorbası Malzemeleri Nelerdir","https://www.kulturportali.gov.tr/repoKulturPortali/large/02072014/272e592b-d321-4809-92bc-ca7c5ca0da1d.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/02072014/272e592b-d321-4809-92bc-ca7c5ca0da1d.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/02072014/272e592b-d321-4809-92bc-ca7c5ca0da1d.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/25012013/4968e5b8-d873-424c-b404-b413378d8cae.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20200203102115690_IMGP1322.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/sipsi","2026-09-18T15:23:28.039Z","source_imported"
"bursa-sini-mantisi","bursa","Bursa","SİNİ MANTISI","","23","Sini Mantısı Malzemeleri Nelerdir 1 kg un 3 yumurta 1 adet tavuk Tuz Su Sini Mantısı Nasıl Yapılır Un, tuz, yumurta, su ile yoğrularak çok sert bir hamur yapılır. Hamur bezelere ayrılarak yufka kalınlığında açılır. Açma tahtasının üzerinde bıçak ile 2cm genişliğinde 3cm boyunda hamurlar kesilir, hamurların dar kenarları karşılıklı olarak birleştirilerek tepsiye yerleştirilir. İsteğe göre iki sıralı olarak yapılabilir. Tepsinin kenarından başlayıp ortasına doğru dizilir. Tepsiye sıralanan mantılar orta sıcaklıktaki fırında üzerleri kızarıncaya kadar pişirilir. Tavuk üzerini kapatacak kadar su ile tencerede pişirilir, tencereden başka bir tabağa alınarak ayıklanır, sıcak olan tavuk suyu mantıların üzerine dökülür. Mantıların üzerini örtmeyecek kadar dökülen tavuk suyu ile parçalanmış tavuklar mantıların üzerine yerleştirilir, tepsi ile üzeri kapatıldıktan sonra demlenmesi için 30 dk beklenir. Sıcak olarak servis yapılır. Kaynak: GEDİK A., KONDAKÇI Z. (2019) Osmanlıdan Cumhuriyete Bursa Mutfağı Cennet Sofrası Kitabı (1. Baskı) T.C. Bursa Valiliği Kültür Hizmetleri Serisi","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20231005134149926_Sini Mantisi.jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20231005134149926_Sini Mantisi.jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170220105216241_1.png?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190702153530999_GOZLEME.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20250626135428552_IMG_8435.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/sini-mantisi","2026-09-18T15:23:28.039Z","source_imported"
"bursa--cingilli----nohutlu-manti","bursa","Bursa"," CINGILLI / NOHUTLU MANTI","","23","Cıngıllı / Nohutlu Mantı Malzemeleri Nelerdir 500 g un 1 adet tavuk 2 yumurta 2 su bardağı nohut 2 kaşık tereyağı Tuz Kırmızı pul biber Un Cıngıllı / Nohutlu Mantı Malzemeleri Nelerdir Un, tuz, yumurta ve su ile sert bir hamur yapılır, hamur bezelere ayrılarak yufka şeklinde açılır. Oklavaya sarılan yufkanın içinden oklava çıkartılarak 1 cm kalınlığında kesilir. Elde edilen uzun şeritler tepsiye dizilerek üzerleri fırında kızartılır. Tavuk suda haşlanarak pişirilir, kemiklerinden ayrılarak elle küçük parçalara ayrılır. Nohut başka bir yerde pişirilerek tavuğa eklenir, ocağın üzerinde 5 dakika kaynatıldıktan sonra tepsinin üzerine dökülür. Tavuk ve nohutlar eşit olarak tepsinin üzerine yerleştirildikten sonra suyunu çekmesi için fırında 20 dakika bekletilir. Fırından çıkarıldıktan sonra tereyağı ve kırmızı biber tavada kavrularak tepsinin üzerine gezdirilir. Sıcak olarak servis yapılır. * Sarımsaklı yoğurt ile servis yapılabilir.","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20231005132302691_Cingilli Nohut Manti.jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20231005132302691_Cingilli Nohut Manti.jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20200203122420943_DSC05132.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/20082013/c1fc48b4-b0f4-4643-a6ba-e0c068d6fdc4.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/uploads/kalburabasti.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/-cingilli----nohutlu-manti","2026-09-18T15:23:28.039Z","source_imported"
"bursa-tepsi-mantisi---timton","bursa","Bursa","TEPSİ MANTISI / TİMTON","","23","","https://www.kulturportali.gov.tr/repoKulturPortali/small/SehirRehberi//TurkMutfagi/20231005134928789_Tepsi Mantisi 2.jpg?format=jpg&quality=50","[]","https://www.kulturportali.gov.tr/turkiye/bursa/neyenir/tepsi-mantisi---timton","2026-09-18T15:23:28.039Z","source_imported"
"canakkale-basma-helva","canakkale","Çanakkale","BASMA HELVA","","30","Basma Helva Malzemeleri Nelerdir 750 g un 500 g şeker 100 g ceviz içi 150 ml zeytinyağı 1 su bardağı su 1 fincan su Basma Helva Nasıl Yapılır Zeytinyağı geniş bir tavaya konularak kızdırılır. Yağ kızdığında, 1 fincan soğuk su eklenerek kapağı kapatılır ve 5 &ndash; 10 dakika süreyle kaynamaya bırakılır. Sürenin bitiminde un koyularak kısık ateşte unun rengi koyulaşana kadar sürekli karıştırılarak, yaklaşık 30 dakika kavrulur. Kavrulma işlemin son 10 dakikasında ceviz içi de ilave edilir. Ayrı bir kapta şeker ve 1 su bardağı su kaynatılarak koyulaşmaları sağlanır. Koyulaşan şerbet soğumaya bırakılır. Kavrulmakta olan diğer malzemelerin üzerine bu soğutulmuş şerbet dökülür. Tahta kaşıkla çok seri şekilde &ndash;buharının kaçmasına izin verilmeden- 2 dakika süreyle karıştırılır. (Buharın çıkışını engellemek için, karıştırma esnasında, tencere, kaşık açıkta kalacak biçimde bir örtüyle kapatılır.) Sürenin sonunda karışım bir tepsiye dökülerek, sıcak haldeyken elle bastırılır ve soğumaya bırakılır. Soğuyan helva, baklava dilimi biçiminde kesilerek servis edilir. Kaynak: Çanakkale İl Kültür ve Turizm Müdürlüğü Halk Kültürü Arşivi","https://www.kulturportali.gov.tr/repoKulturPortali/large/25022013/060212d8-93f6-494d-b3fe-ff9bed4cbaea.jpg?format=jpg&quality=85","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/25022013/060212d8-93f6-494d-b3fe-ff9bed4cbaea.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170220094726328_9.png?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190503135932400_Cullama.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/22022013/2d1aed27-842b-4400-859c-e485da71a8b2.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/canakkale/neyenir/basma-helva","2026-09-18T15:23:28.039Z","source_imported"
"canakkale-cirpma","canakkale","Çanakkale","ÇIRPMA ","","30","Çırpma Malzemeleri Nelerdir &frac12; kg ıspanak 2&ndash;3 adet yeşil soğan &frac12; kg un &frac12; litre civarında su 1 tatlı kaşığı tuz &frac12; su bardağı zeytinyağı Çırpma Nasıl Yapılır İnce ince kıyılan ıspanak ve soğanlar bir süzgeçte kuruyana kadar bekletilir. Ayrı bir yerde ise un ve su boza kıvamına gelene kadar çırpılır. Bu kıvama gelen hamurun içerisine tuz ve baharatlar konulur. Daha sonra bir tepsi yağlanarak, içerisine boza kıvamındaki karışımın yarısından fazlası yayılır. Üzerine kurutulmuş bulunan ıspanak, soğan karışımın tamamı eşit kalınlıkta dağıtılır. Bunun üzerine de ıspanak ve soğanları tam olarak kapatmayacak şekilde boza kıvamındaki hamurun kalanı yayılır. Akabinde tepsi orta derecede ısıya sahip bir fırında, üzeri kızarıncaya kadar pişirilir. Kaynak: Çanakkale İl Kültür ve Turizm Müdürlüğü Halk Kültürü Arşivi","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20231120161747737_Mikla.jpg?format=jpg&quality=85","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20231120161747737_Mikla.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/26082013/f9d8c100-962b-4158-95d8-4fe3b13860d8.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190508150113624_sehzadepilavi.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/06032013/35100a12-3190-4a8a-ad02-9d84223ce34b.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/canakkale/neyenir/cirpma","2026-09-18T15:23:28.039Z","source_imported"
"canakkale-domatesli-tarhana-corbasi","canakkale","Çanakkale","DOMATESLİ TARHANA ÇORBASI","","30","Domatesli Tarhana Çorbası Malzemeleri Nelerdir &frac12; su bardağı zeytinyağı 1 orta boy domates veya 1 yemek kaşığı domates salçası 1 litre su 2 yemek kaşığı tarhana 1 tatlı kaşığı tuz Domatesli Tarhana Çorbası Nasıl Yapılır Domates rendelenip, zeytinyağı içinde kavruluncaya kadar kısık ateşte pişirilir. (Domatesin bulunmadığı mevsimlerde domates salçası da aynı şekilde kullanılır.) Tencereye salçanın veya domatesin tamamı ile zeytinyağının tamamı konulur ve kavruluncaya kadar karıştırılır. Kavrulan malzemenin üzerine 1 litre soğuk su ilave edilir. Suyun konulmasının akabinde tarhananın tamamı bu eriyiğin içine karıştırılır. Tarhana suyun içinde erinceye kadar karıştırma işine devam edilir. Kaynamakta olan çorba koyulaşınca tuz ilave edilir.","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20230925103732275_Pehli.jpg?format=jpg&quality=85","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20230925103732275_Pehli.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/19022013/6d4d9ba2-83cd-48dd-a89d-dc25366535b6.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/23022013/659303d6-8387-4c9d-84d4-2bb1b3dec016.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/canakkale/neyenir/domatesli-tarhana-corbasi","2026-09-18T15:23:28.039Z","source_imported"
"canakkale-melki-yemegi","canakkale","Çanakkale","MELKİ YEMEĞİ","","30","Melki Yemeği Malzemeleri Nelerdir 2 kg melki (bir çeşit mantar) 4 adet soğan 1 yemek kaşığı domates salçası 1 çay kaşığı karabiber 1 tatlı kaşığı tuz 1 çay bardağı zeytinyağı 5 su bardağı su Melki Yemeği Nasıl Yapılır Melki 5 &ndash; 6 kez yıkanıp, bıçakla soyulduktan sonra doğranır. İnce kıyılmış soğan, zeytinyağında pembeleştirildikten sonra salça, melki, tuz ve su ile 30 dakika pişirilir. (Dibini tutmaması amacıyla, suyu azaldığında yeniden su eklenir.) Servis yapılırken karabiber eklenir. Kaynak: Çanakkale İl Kültür ve Turizm Müdürlüğü Halk Kültürü Arşivi Çanakkale Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170614110144762_tatar1_resize.jpg?format=jpg&quality=85","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170614110144762_tatar1_resize.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190506111212069_tirit.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/21022013/4d81dfd3-0f74-4dc7-914b-5dd75f7d5af3.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/canakkale/neyenir/melki-yemegi","2026-09-18T15:23:28.039Z","source_imported"
"canakkale-tuzlu-sardalye","canakkale","Çanakkale","TUZLU SARDALYA","","30","Tuzlu Sardalya Malzemeleri Nelerdir 1 kg sardalye 1 kg iri tuz Tuzlu Sardalya Nasıl Yapılır Balıklar içleri temizlenmeden &frac12; kg tuz ile harmanlanarak kanlarını salması amacıyla 3 saat süreyle bir leğende bekletilir. Bekleme süresinin sonunda temizlenip bir tenekenin dibine 1 parmak kalınlığında iri tuz koyularak, balıklar aynı yöne bakar biçimde sık sık dizilir. Bu işlem balık bitene kadar her katmanda devam eder. En üstte tuz yer alır. Tuzun üzerine, balıklara ağırlık yapması amacıyla en az 1 kg ağırlığında taş konulur. Güneş almayan bir kapalı mek&acirc;nda 3 ay içinde yenilmeye hazır hale gelir. Tenekenin ağzı kapatıldıktan 15 gün sonra üzerindeki yağ tabakası, incir yaprağı ile alınır. Bu işlem 3 ay süresince 4 &ndash; 5 kez yinelenir. Kaynak: Çanakkale İl Kültür ve Turizm Müdürlüğü Halk Kültürü Arşivi","https://www.kulturportali.gov.tr/repoKulturPortali/large/07032013/74cef357-7139-4a37-944f-a22f7b8aa73c.jpg?format=jpg&quality=85","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/07032013/74cef357-7139-4a37-944f-a22f7b8aa73c.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/18022013/d78845a2-06e7-422c-b6e8-55b3c1fcdd95.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/19022013/5210758b-7362-4e5f-bc46-a891c14792eb.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/20022013/b43bc3d8-2135-4fdc-afa3-70d198eb393f.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/canakkale/neyenir/tuzlu-sardalye","2026-09-18T15:23:28.039Z","source_imported"
